H_0_green[-1.22],H_0_green[-0.94],H_0_green[-1.07],H_1_green[0.73 0.24],H_1_red[-0.45  2.84],H_1_green[2.537e+01 2.000e-02],H_1_red[13.14  0.02],H_1_green[12.61  0.38],H_2_green[1.63 0.08],H_2_red[2.87 2.69],H_2_red[10.87  0.08],H_2_green[25.54  0.06],AlaCount,T1_absq,T1_netq,Tend_absq,Tend_netq,Tminus1_absq,Tminus1_netq,abego_res_profile,abego_res_profile_penalty,avg_all_frags,avg_best_frag,bb,buns_bb_heavy,buns_nonheavy,buns_sc_heavy,buried_minus_exposed,buried_np,buried_np_AFILMVWY,buried_np_AFILMVWY_per_res,buried_np_per_res,buried_over_exposed,chymo_cut_sites,chymo_with_LM_cut_sites,contact_all,contig_not_hp_avg,contig_not_hp_avg_norm,contig_not_hp_internal_max,contig_not_hp_max,degree,dslf_fa13,exposed_hydrophobics,exposed_np_AFILMVWY,exposed_polars,exposed_total,fa_atr,fa_atr_per_res,fa_dun_dev,fa_dun_rot,fa_dun_semi,fa_elec,fa_intra_atr_xover4,fa_intra_elec,fa_intra_rep_xover4,fa_intra_sol_xover4,fa_rep,fa_rep_per_res,fa_sol,frac_helix,frac_loop,frac_sheet,fxn_exposed_is_np,hbond_bb_sc,hbond_lr_bb,hbond_lr_bb_per_sheet,hbond_sc,hbond_sr_bb,hbond_sr_bb_per_helix,helix_sc,holes,hphob_sc_contacts,hphob_sc_degree,hxl_tors,hydrophobicity,largest_hphob_cluster,lk_ball,lk_ball_bridge,lk_ball_bridge_uncpl,lk_ball_iso,loop_sc,mismatch_probability,n_charged,n_hphob_clusters,n_hydrophobic,n_hydrophobic_noA,n_polar_core,n_res,nearest_chymo_cut_to_Cterm,nearest_chymo_cut_to_Nterm,nearest_chymo_cut_to_term,nearest_tryp_cut_to_Cterm,nearest_tryp_cut_to_Nterm,nearest_tryp_cut_to_term,net_atr_net_sol_per_res,net_atr_per_res,net_sol_per_res,netcharge,nres_helix,nres_loop,nres_sheet,omega,one_core_each,p_aa_pp,pack,percent_core_SASA,percent_core_SCN,pro_close,rama_prepro,ref,res_count_core_SASA,res_count_core_SCN,score_per_res,ss_contributes_core,ss_sc,sum_best_frags,total_score,tryp_cut_sites,two_core_each,worst6frags,worstfrag
-0.8731671050567614,-0.5337209375489803,-0.10880870405390679,-0.8192530632690477,0.15235190362982778,-0.05263747818787183,-0.11294999844173431,-0.06214170388295819,-1.221420843853096,-0.8957196471681593,3.034172988996783,-0.049069039613425236,0.5925847022701024,0.37930200428204414,-0.6976211181317404,1.567970187794615,1.7841160504618472,2.2704264917481827,1.6712323197106065,0.1319617539479563,0.5076446618832456,0.8601307376810434,1.922918017994916,0.8791620486944169,-0.9911362863998723,-0.9610021700201693,-0.26670376919997707,-1.912941871549794,-1.70598550878327,-2.246233382467536,-2.3600597621898154,-1.918696752889199,-0.49593073281633854,-1.0462441485718703,-1.5217973831992226,-1.9008545107504864,3.3506674091733677,1.4507885519117216,4.569652152408542,4.455472195392077,-0.014183279824768,0.0,-0.788593964467373,-1.8217832811680963,2.8403466524567444,1.680628714701408,0.9646954036381234,0.8182467444014465,0.1763625743035145,1.4240987731064216,0.7132969149238118,-1.6464363070663384,0.23910726798511567,-0.8804260850766655,-0.5896752379793948,1.1475909646815345,-1.9552880554897223,-1.7880193336267822,2.5369847208502483,0.23016406756996108,-2.7246050637865715,1.171174950368927,-1.855528079972928,-0.23460021811807302,1.2148492658400367,1.8252302256095823,-2.2669884133233156,-0.003199529267248792,0.070771960143842,-1.635016276617856,-0.43190789601873636,-2.1555853633094006,-3.0240428802569728,-0.95620245337369,-2.8606726066369372,-2.3863011695954475,2.3153005729470855,-0.8033768439927722,-0.3323637049414195,0.5039097880580126,-3.053123562018387,2.8953289847433257,2.866579822478699,0.5959709495522675,-2.0560088385723563,-2.1699086337378217,-0.7775231422343424,-1.1066350290062688,-1.0279165035165558,-0.06015048916256229,-0.8182444150054256,-0.171408341773824,-1.124377905051158,-0.4228205753746375,0.8380942406419807,0.08818902412056452,1.2977900602513186,0.003661795893674201,-0.007411133129932265,-3.2122031866862484,1.1547960112673115,0.6243273977200201,-0.4233048980029924,1.1433234011308118,-0.7777223901731559,0.5721214902489611,-1.473062193283025,4.376244895549086,-0.7647128695350657,-2.6010692697569016,0.4682030286722015,-1.5183472369217623,-0.015795453599852745,-3.0900087351051173,-2.7618560088273,1.9182084799393786,0.14156178769591604,2.4754647454437797,-0.6171176628136283,2.137735618016092,1.3733074622074661
-0.43171065339805487,-0.5337209375489803,-1.1203266758543209,-1.3546588705338882,1.5373960661911141,-0.05308771223345065,-0.11294999844181253,-0.06214170388295819,-1.114312436520664,0.38937651114471816,-0.5856911531328085,-0.049069039613425236,-0.32810897944485534,0.37930200428204414,-0.6976211181317404,0.4147212649210538,1.0661275833920207,0.20112045694619732,0.7400884400162494,-0.531607382410131,-1.2053445874742676,0.5247503317797352,0.3874791423049113,-0.9497137614536134,0.4362232800173621,0.46738949842072436,-0.26670376919997707,-2.409627810881614,-2.035289001979619,-1.7952254912357535,-1.8533537889138183,-2.4261937572391217,-0.8438953164356704,-0.25536897993713414,-0.5955149269048668,-1.62516000303804,2.1395737753398865,2.5183675141802633,1.9275180305697834,1.8717295377055587,-0.2093813468504717,0.0,-0.7756763474802528,-1.0486361748151103,0.45779012523009605,-0.4422095924038468,1.299244106004705,1.295175009300139,-1.2179920121776457,-0.09698406754421217,-0.021067431453228955,-0.578251925541699,1.4577212972588656,0.5454385300208293,-0.7235892775349462,0.19565084008815053,-1.0246309466568542,-0.8061328555919492,1.0549629399613842,-1.046756654511745,0.033656158437982565,1.171174950368927,-0.724298602542404,-0.10231260328887336,-0.7060169393119832,0.13384361593960148,-0.952728336626302,0.5145227084509321,-1.4616443888917727,-1.6432283309282567,-0.1908894295628417,-1.630211074901477,-1.7287333571889045,0.12409038583579104,-1.7384007589548578,-1.7209248121593186,0.7586451962438683,0.7158095278671829,0.17811544149914532,-0.5435843049043814,1.1145203420837893,1.5936385789819483,0.041835157032222056,0.5959709495522675,-1.724382957276763,-1.535748812105749,0.5508651044612315,-1.1066350290062688,-0.10408860097078033,-0.06015048916256229,0.43889241790881217,0.26949200401106765,-0.3464148115935947,0.6762162044061747,1.155733602467765,1.0010954416264977,0.8023814030857896,-0.42019107879911205,-1.0632125605633491,-0.4087157683342544,1.1547960112673115,-0.4807323514204775,-0.4233048980029924,1.165400592525602,-1.465318066415019,-0.4451190419082092,-1.473062193283025,-0.6100724668325571,0.07982593059265032,-1.0914764600315878,-0.5239159748757583,-1.5183472369217623,0.8534158937220276,-1.3308030242490836,-0.4797883362296268,0.31804413759502764,0.9017674075455182,-0.36785000806768176,-1.8912558027588224,0.3024507799163643,0.1728110697827909
-0.49837310586794403,-0.5337209375489803,-0.9072708544180248,-1.4654398938061282,-0.0870790469026974,-0.053087712233450636,-0.11294999844181253,-0.06214170388295819,-1.2093439863126765,-0.5985463671643204,-0.37007948347051023,-0.049069039613425236,-0.32810897944485534,0.37930200428204414,-0.6976211181317404,0.4147212649210538,1.0661275833920207,0.20112045694619732,0.7400884400162494,-0.8121950501715031,0.0850175480592011,0.7264716172442515,0.7877754562740495,-0.7246766039678374,0.4362232800173621,0.46738949842072436,-0.26670376919997707,-1.2638998988127985,-1.2856794602189532,-1.7075804890426483,-1.7548848995608135,-1.2709536679734232,-0.01855671446952332,-0.25536897993713414,-0.5955149269048668,-0.8374614095739076,1.4953750339390999,0.8937908324672647,-0.23422806911647362,-0.24224172767431998,0.1810147872009499,0.0,-0.8246459203285144,-1.271874069371308,0.38192377355888396,-0.56409825281052,1.0685095986857753,0.9662429062926415,-0.7100551090652425,-0.6464409241869813,0.9408953160982131,-0.9770582044169847,-0.13108356455776593,-0.5752689099522307,-0.889937174908818,1.1374617737086405,-1.1578312043855157,-0.9466653145322218,1.2332755721950075,-1.046756654511745,0.033656158437982565,1.171174950368927,-0.7173632148305952,-0.8425884718709779,-0.4696606660651395,0.34196317919131786,-1.2505894691742643,0.469047859265089,-1.547711132739497,-1.1752689472006213,-0.24531457698953973,-1.2799615492961944,-0.4330352024007439,0.2960967655484232,-1.8765783738346333,-1.388236633441254,0.5267515507491779,-0.7276850149715643,-0.43110273805807464,-0.6500715840760258,-0.45116877839845776,1.672927539697952,0.6471375853421815,-0.9369987706849536,-1.724382957276763,-1.535748812105749,0.5508651044612315,-1.1066350290062688,0.8197393015749951,-0.06015048916256229,0.43889241790881217,-0.171408341773824,-1.124377905051158,-0.4228205753746375,0.7082080713491714,0.5998948733458999,0.5068972217140455,-1.4798232655310777,-1.0632125605633491,-0.4087157683342544,1.1547960112673115,0.8316956560339455,-1.7926685156476083,2.11408994406813,-0.8649852082252243,-0.4451190419082092,-1.473062193283025,5.65913145530044,0.6730280036704127,-1.8034004089333844,-0.5239159748757583,-1.5183472369217623,0.6494235729731546,0.4284026866069491,-1.0767800489233945,0.7352146926244127,0.7233572785046813,-0.36785000806768176,-1.8912558027588224,0.8896460072979234,2.9382007960022
-0.8403912212643985,-0.5337209375489803,0.3410020841742471,-1.411584460589277,2.3822695724431058,-0.05308771184882842,-0.11294999844181253,-0.06214170388295819,-1.3123146837519895,2.4179627549386487,1.0219010167037226,-0.049069039613425236,1.5132783839850603,-2.511509978970408,1.3242792117273883,-1.8917765808260687,-0.3698493507476319,0.20112045694619732,0.7400884400162494,-0.6266777370565291,0.18183803899823245,0.12312645005972578,-0.3309566002335866,-0.32452701090206876,0.4362232800173621,0.46738949842072436,-0.26670376919997707,-0.16194303432970483,-0.6400957216744709,-0.32171680169018163,-0.19787132578521335,-0.2760300788301,0.9590597494799664,-0.25536897993713414,-0.9042757456696522,-0.44361211284184127,0.10390575251339955,0.05829425330058035,-0.23422806911647362,-0.24224172767431998,-0.5997774809019074,0.0,-1.0161375832561612,-0.5761404667169892,0.0009937598947180604,-1.1163120637087254,1.3039016314836456,1.3018147168514764,-0.9936381477937041,0.067632158946392,-1.2116345500520802,-0.529431576107186,0.2958366431421049,-0.18023913534280134,-0.027376572837556956,-0.574950303519738,0.915412416104868,1.240703005454546,-0.34532296591293576,-1.046756654511745,0.033656158437982565,1.171174950368927,-0.6444218491374378,0.04685386311959186,-0.04938399880298937,0.7120307692490354,-0.2487656872611012,0.6868297138821269,-1.1355321935767357,-1.7690609183411883,1.2494905699342194,-1.104836786493553,-1.5126541208175137,0.8439258647081602,-0.43413888191892797,-0.7228602760051248,0.17521792935935235,2.770680166059165,1.6758186579712788,-1.2505106306787876,0.8158155519996104,-0.32008220928955455,0.4453701092388616,0.5959709495522675,-0.06625355079879543,-0.5845090796576395,0.5508651044612315,-1.1066350290062688,0.8197393015749951,-0.7930367123800984,-0.4590624627442148,-0.8327588604511614,-1.2540384206274184,-0.6975797703198406,0.709213005853075,1.879183703616087,-0.9275087919120779,0.003661795893674201,-1.0632125605633491,-0.4087157683342544,1.1547960112673115,1.3694507673462706,0.9460587196416242,0.8796575167407934,-0.6722521164679307,-1.46235957406538,0.14537552314578955,-0.622654817346013,3.863315777121876,0.020141570594363042,-1.516034978423718,0.012398044939480771,1.5642350918824788,0.4284026866069491,-0.727018054851373,-0.43067681488129245,1.5234444608921955,0.7694758933369029,-0.6171176628136283,-0.3995296838550561,-0.7062597186975396
-0.5458681880440266,-0.5337209375489803,0.8739288636948903,-0.30728132210290793,-0.053013602478763154,-0.05308771223202008,-0.11294999844181253,-0.06214170388295819,0.01506125238666345,1.65435710449754,1.4436492515649155,-0.049069039613425236,-1.248802661159813,1.8247079959082702,-1.7085712830613047,1.567970187794615,1.7841160504618472,0.20112045694619732,0.7400884400162494,0.5782737054443166,0.1450695138557974,-0.02564045760133546,0.2335752150348891,-0.6556049573271727,-0.9911362863998723,-0.9610021700201693,-0.26670376919997707,0.1268653966668209,-0.2284142368661972,-0.861452251932107,-0.8042624376556777,0.3584214973089759,0.6589121829857588,-0.25536897993713414,-0.2867541081400816,-0.20730253480260152,0.10390575251339955,0.05829425330058035,0.7265479751885295,0.6973010569389594,-0.990173614953329,0.0,-0.601890722373285,-0.6523643043974817,1.9567817487860155,1.0933856028184945,0.127774910099689,-0.37485619103925233,-0.005298565380685101,1.488620011042445,-0.35942695178258816,-0.09051487132624807,-0.7233663657695836,1.2327353987391254,1.3101350073429887,0.5047486691936451,2.3019661730973215,2.703581623301949,1.0795607752583267,-1.046756654511745,0.033656158437982565,1.171174950368927,-1.3415085651515484,-1.1606286781017836,-0.39711479333279376,0.4058422340662476,0.07501262134068586,0.6810575139937524,-1.1464567916375312,-2.69742324873208,1.484316734657262,-1.104836786493553,-1.5126541208175137,-0.15180313948586177,-0.969998412794155,-1.0555484547231895,0.8324603654276269,-1.2835260841132474,-1.28893203519304,-0.16425213270987662,-0.057860447052225976,0.34427223072635954,1.2524400136521407,0.5959709495522675,-1.061131194685576,-0.5845090796576395,0.5508651044612315,-1.1066350290062688,-1.0279165035165558,-0.06015048916256229,-0.8182444150054256,-0.6123086875587156,-1.2540384206274184,-0.6975797703198406,1.3978554091964044,0.7616802911264496,1.4746656553024304,0.8513675452792467,-1.0632125605633491,-0.4087157683342544,1.1547960112673115,-0.32358896097040524,-1.7926685156476083,1.8742331189852066,-1.1551267567409016,0.5721214902489611,-1.473062193283025,-0.5931102501134171,0.39988429847318047,-1.5355858595627618,0.4682030286722015,-1.5183472369217623,1.0951132920300042,-1.3308030242490836,-1.8132241222494976,0.1576524864108822,1.1131541100579387,1.9068017947414875,-1.8912558027588224,0.17780701579571198,0.9362275729630555
-1.56256601982437,-0.5337209375489803,-0.2221207742900041,-0.21727478621097557,0.6067867594253971,-0.05286581258188585,-0.11294999844181253,-0.06214170388295819,-0.5283514087804414,1.0954225490745901,-0.8425520673210799,-0.049069039613425236,0.5925847022701024,-1.066103987344182,2.3352293766569523,-0.7385276579525074,-1.0878378178174584,0.20112045694619732,0.7400884400162494,0.2968322962137141,-3.6189030773358595,0.8706020593157775,0.9239382968270661,-0.4401705463883975,0.4362232800173621,0.46738949842072436,-0.26670376919997707,0.5669055576446812,-0.4467214469268987,-0.6029605054643788,-0.5138477586131115,0.021983356132812923,2.2495759433776317,-1.0462441485718703,-0.5955149269048668,-0.1679176051293949,0.46465704769784016,0.33679311302280757,-0.23422806911647362,-0.24224172767431998,1.1570051223294826,0.0,-1.5902585501885598,-0.8589243465206471,0.17246327585376844,-1.5937354891226416,0.056860627449722305,-0.47595066709471084,0.13237126064701998,1.8227650344251278,-1.5006965915863155,-0.7395718843570829,0.2520549592045038,-2.5568799621513794,1.1670889475275366,0.4718742755569188,0.9209582594472434,1.246554127780368,1.4043818331883493,-1.046756654511745,0.033656158437982565,1.171174950368927,-1.1360578661912133,-0.8019674461770486,-0.17084427397717747,0.6050809554174158,0.2345600562930971,0.8438261332363953,-0.8383971650612236,0.5940421218371644,-0.36896625966250873,-0.7545872608882707,-0.10930497956375024,0.3933033492826985,-0.717234483136029,-0.7228602760051248,1.9662765308913959,-1.2407929000512603,-0.9961503980380063,0.8963890008133096,-1.285687474405318,0.9009179457905044,0.8489050614455013,-0.9369987706849536,-0.7295053133899825,-0.901588990473676,0.5508651044612315,-1.1066350290062688,0.8197393015749951,0.23300400012445216,0.7980743701700229,-0.8327588604511614,-0.21675429601733415,-0.6975797703198406,0.6475394772036449,0.036602008284698534,1.0381165987265926,0.4275146705864605,-1.0632125605633491,-0.4087157683342544,1.1547960112673115,0.09574610577820417,-1.7926685156476083,-0.4543078052818403,0.04030550003403352,-0.4451190419082092,-1.473062193283025,-0.43645664526964495,0.1396404635876708,-1.00766443694036,-0.5239159748757583,-1.5183472369217623,0.19597654352061492,-1.3308030242490836,-0.5199720945304865,0.8771173926634123,0.32677596240012285,1.3381388440391953,-0.6171176628136283,0.6706268236571019,0.6118553630238053
-0.6836087759289694,-0.5337209375489803,-0.7608668355111431,-0.5607905635241748,1.2975193379016068,-0.05308771126967675,-0.11294999843976128,-0.06214170388295817,-0.9542672615001746,-0.6557169013552111,0.1715156603772141,-0.049069039613425236,-0.32810897944485534,0.37930200428204414,1.3242792117273883,-0.7385276579525074,-1.0878378178174584,-1.868185577855788,-0.19105543967810784,-1.4071922057068487,-1.6480737717922491,2.2687896169830153,0.26125652828009893,-0.6923395632537768,0.4362232800173621,0.46738949842072436,-0.26670376919997707,0.3028939180613243,-0.6527042940525619,-1.2659798011788883,-1.2587478902232963,-0.295461432712503,2.131573384576557,-1.0462441485718703,-1.5217973831992226,-0.4829970425150479,0.9155961666783914,0.6152919727450349,-0.23422806911647362,-0.24224172767431998,-1.1853716819790256,0.0,-1.6426578626611648,-1.4038944333520567,1.6580564267586702,-0.31883955909713846,1.0038136272607199,0.8740131735828163,-1.1347736206955972,0.5923535095687288,-0.24324674742132846,-0.7603602069916789,-0.6978933243714225,0.37626267948860576,-0.8355770009062381,0.9672189211378894,-1.811089212902536,-1.6358828567860313,0.9242909370963577,-1.046756654511745,0.033656158437982565,1.171174950368927,-1.910522416773693,0.7775263114437465,-0.43569710859578664,0.3718692216664958,-0.390725759172714,1.311836688690094,0.047370359524766925,-1.0036131317252335,0.375967890336125,-1.2799615492961944,-1.0808842797948244,0.37537849142760304,-1.3676803287896064,-1.7209248121593186,0.4035355263548514,-0.06800332589595953,-0.4412338033835747,-0.7578510019861439,0.025425508548848383,1.9962648020978717,1.2524400136521407,0.5959709495522675,-1.3927570759811694,-1.2186689012897125,0.5508651044612315,-1.1066350290062688,0.8197393015749951,-0.06015048916256229,0.43889241790881217,-0.8327588604511614,0.5612087974402291,-0.6975797703198406,0.3794370620866957,0.21082081598940072,0.39571937817359454,0.003661795893674201,-1.0632125605633491,-0.4087157683342544,1.1547960112673115,-0.3465709323709209,-3.1620321332922243,0.7330609024487954,-0.27825775944882347,-0.4451190419082092,-2.282281051497432,-0.6458851424898616,0.9063701111270347,-1.1601119229163528,-0.5239159748757583,-2.2837198778523837,0.7466451331744621,0.4284026866069491,-0.6874382383612679,0.18650068812411796,0.8083865141023289,1.3381388440391953,-0.6171176628136283,0.20503786806832938,0.24131965916435863
-0.4637614460071395,-0.5337209375489803,-0.26462321860611965,0.41160691690198564,-0.5535231263794128,-0.05308771223345048,-0.11294999844181253,-0.06214170388295819,0.9264496175459279,0.9225801781613049,-0.7204836180514934,-0.049069039613425236,-0.32810897944485534,-1.066103987344182,0.3133290467978239,-0.7385276579525074,-1.0878378178174584,0.20112045694619732,-1.122199319372465,0.10855470881273885,-0.6016234124987851,-0.197126270339808,-0.3964957526005001,1.0605531130266634,-0.9911362863998723,-0.9610021700201693,-0.26670376919997707,0.6507136660035733,0.5098454829560919,0.10236619401633096,0.013815061492862208,0.22408373872411327,0.19033527123358351,-1.0462441485718703,0.02200671062470367,-0.1679176051293949,-0.3083814419831046,-0.35621567744878563,-0.23422806911647362,-0.24224172767431998,0.9481885855112769,0.0,0.1332794441617832,-0.52990031740501,-0.4592084671919669,-0.26535279347677726,-0.7190492014135526,-0.5731965974580479,0.6437886245819767,-0.977138812783951,-0.005089225652561884,1.6593666844364052,0.1467972526295877,0.20256769021253354,1.3542787193136478,-0.5115636484341287,1.4785088713235246,1.273439803910148,-0.10455848639225948,1.0616473284603747,-0.7360911593921214,-0.8187494662881623,0.34126917147015967,-0.08524938584518058,0.911650852324755,0.3896428265297808,0.2911804308080768,-1.0658482098024504,0.43822772995260245,0.965379531233927,0.44215235599924463,0.47128607873021827,1.0391017533093798,-0.01222218167276816,0.4286286646474753,0.27520426014906874,-0.40411456821432773,-0.68160720392032,-0.8441172477008881,0.6698925899139764,-0.6722894144493502,-0.7134987209640269,-1.5723046517943362,-0.9369987706849536,-0.06625355079879543,0.049650741974433456,-0.7775231422343424,0.9085941486924608,-0.9252689587892474,-0.06015048916256229,-0.6386534388748202,2.4739937329355257,-0.3464148115935947,1.225734594296581,1.028658071066217,-0.05288230002526916,1.773749539381373,1.275220419972033,1.0483902943034846,-0.4087157683342544,-0.7581576675046552,1.0040910845020414,0.9460587196416242,-0.35014328743318174,-0.3919200290535458,0.38291144009184785,0.6911890334178158,0.7024459599015187,-0.14624864413363775,0.8246849886722397,0.4682030286722015,0.7777706858701023,0.8129231894130305,0.4284026866069491,0.3885347293686947,-0.333392304296977,0.6487627915111414,-0.9365129587699741,0.6570204771315659,-0.44216115512334253,-0.37574874626890126
-0.731846973653484,-0.5337209375489803,0.45751451560056194,-1.0634485169701693,0.033899960429630414,-0.05308771223345065,-0.11294999844181253,-0.06214170388295819,-0.9306625691419934,-0.5334287114409992,-0.7812985617692891,-0.049069039613425236,0.5925847022701024,0.37930200428204414,-0.6976211181317404,0.4147212649210538,1.0661275833920207,0.20112045694619732,0.7400884400162494,-0.752458214113649,-0.4014816108433286,-0.16423878456846797,-0.1126368742807901,-2.215651589808643,0.4362232800173621,0.46738949842072436,-0.26670376919997707,-0.7468391311065604,-0.8980111575916715,-0.6304091972848695,-0.5446862791234041,-0.6735093458524465,0.2485932755037461,-0.25536897993713414,-0.2867541081400816,-1.3888504249988003,0.46465704769784016,0.33679311302280757,0.24615995303602792,0.2275296646323197,-0.2093813468504717,0.0,-0.7521788099220061,-1.0372024241559994,1.5531027658738048,0.56606875562905,1.1082384353894004,1.0228798175150244,-1.0400588373936022,1.3768725746063721,-1.0427486928371834,-0.6477354818818027,-0.11073717620865312,1.1541758788449934,-0.2136295128440518,0.14158914315264057,-1.0444051452051568,-0.8269955535547928,0.09147842819283279,-1.046756654511745,0.033656158437982565,1.171174950368927,-1.2509482496102577,-0.9038369240276986,-2.0356300157263427,-1.0369249401719707,-0.8599230958553381,0.9987965790942694,-0.5450965405091869,-1.9108194502366838,1.7381125286336616,-0.4043377352829881,0.8622743206673239,0.9170554585292205,-0.5925376111713535,-0.7228602760051248,0.6684073836903738,-0.43508663436505324,-0.5040961688074778,-0.7809637490801601,-1.1552223013520904,1.0889400534890752,0.4453701092388616,-0.9369987706849536,-0.7295053133899825,-0.901588990473676,0.5508651044612315,-1.1066350290062688,-0.10408860097078033,-0.7930367123800984,-0.4590624627442148,-0.171408341773824,-1.2540384206274184,-0.6975797703198406,0.16396928673368194,0.7096112572201377,-0.5233074458782139,0.8513675452792467,-1.0632125605633491,-0.4087157683342544,1.1547960112673115,0.5798973416104239,2.31542233728624,1.7214371893472764,-2.1540315791066287,0.5721214902489611,1.7638132395746031,-0.6794827974192563,1.0675176118415473,-0.5091887250122421,0.4682030286722015,1.543143326800724,0.8773395135257406,0.4284026866069491,-1.9455448471121495,-0.2031539572598432,0.9226908230968254,1.3381388440391953,1.9311586170767596,-0.04297071603492643,-0.03713460735427134
-0.7981077930058018,-0.5337209375489803,-0.8076942703130471,-2.073843042512677,-0.08760517407983977,1.1903297666815942,-0.11294999844181253,-0.06214170388295819,-1.8428957521685034,0.855189860192329,1.9417437931709542,-0.049069039613425236,-1.248802661159813,0.37930200428204414,1.3242792117273883,0.4147212649210538,-0.3698493507476319,0.20112045694619732,0.7400884400162494,1.5764819684548208,0.1181805688863878,1.1294451430380346,0.7169676484064708,-0.6167063871453011,-0.9911362863998723,-0.9610021700201693,-0.26670376919997707,-3.0691039363595167,-2.098819365751512,-2.205001062458367,-2.313735377967599,-2.524101826742264,-1.954369935376311,-1.0462441485718703,-1.5217973831992226,-1.4282353546720068,2.1395737753398865,2.5183675141802633,1.4471300084172818,1.401958145398919,-3.527748486287555,0.0,-0.04275929754407198,-1.1313183258201271,0.7077663168785835,0.5878208007691855,1.8209915173430673,2.038971311138215,-0.25265278431016835,-1.5528468472342525,0.40060931813902695,0.3478248467203447,0.8815165565602421,-0.9815335890266353,-0.8930745010955791,0.1624862634572269,-1.3628644470968254,-1.1629849092090867,0.5842741780501769,-1.046756654511745,0.033656158437982565,1.171174950368927,-0.3855651697494938,-2.458637075009009,-0.35625966884785815,0.4418165306127131,0.1673034659176443,0.8309905770538603,-0.8626900334463548,-1.7452496347468747,0.6801356807031264,-1.630211074901477,-1.7287333571889045,1.1863354073268677,-1.7013287159383328,-1.7209248121593186,-0.744614531301295,0.03849252538157718,-0.030827513069608164,-1.2941259408651815,0.06825473699745156,1.6503779664938432,-0.7652347473810571,0.5959709495522675,-2.0560088385723563,-1.535748812105749,4.5360298445479525,-1.1066350290062688,0.8197393015749951,-0.06015048916256229,0.43889241790881217,0.26949200401106765,0.6908693130164897,0.6762162044061747,1.9415553094449993,1.621164732439982,1.4159843149731404,-0.42019107879911205,-1.0632125605633491,-0.4087157683342544,1.1547960112673115,-0.5270872714322712,0.9460587196416242,0.5563997085746233,-0.18175925920370936,-1.46235957406538,0.9545943813601968,4.292084239362312,0.339444165282321,-1.151128036052877,-1.516034978423718,0.7777706858701023,1.5495949021642161,-1.3308030242490836,-1.1773597624928211,0.6614220258480489,1.5106402625418418,-0.9365129587699741,-0.6171176628136283,0.7317496955880081,0.7579579102712343
